実行日時: 2023-12-06 17:51:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
検索条件,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
集計単位: 商品別,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
集計期間: 全期間で集計 2023-12-05 - 2023-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
■■■■■商品・キーワードCPCを設定される際にはここから上は行ごと削除してください■■■■■,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
コントロールカラム,日付,商品ページURL,商品管理番号,入札単価,CTR(%),商品CPC,クリック数(合計),実績額(合計),CPC実績(合計),クリック数(新規),実績額(新規),CPC実績(新規),クリック数(既存),実績額(既存),CPC実績(既存),売上金額(合計12時間),売上件数(合計12時間),CVR(合計12時間)(%),ROAS(合計12時間)(%),注文獲得単価(合計12時間),売上金額(合計720時間),売上件数(合計720時間),CVR(合計720時間)(%),ROAS(合計720時間)(%),注文獲得単価(合計720時間),売上金額(新規12時間),売上件数(新規12時間),CVR(新規12時間)(%),ROAS(新規12時間)(%),注文獲得単価(新規12時間),売上金額(新規720時間),売上件数(新規720時間),CVR(新規720時間)(%),ROAS(新規720時間)(%),注文獲得単価(新規720時間),売上金額(既存12時間),売上件数(既存12時間),CVR(既存12時間)(%),ROAS(既存12時間)(%),注文獲得単価(既存12時間),売上金額(既存720時間),売上件数(既存720時間),CVR(既存720時間)(%),ROAS(既存720時間)(%),注文獲得単価(既存720時間)
,2023年12月05日～2023年12月05日,https://item.rakuten.co.jp/koloha/r-sg-01/,r-sg-01,27,0.08,,20,540,27,13,351,27,7,189,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2023年12月05日～2023年12月05日,https://item.rakuten.co.jp/koloha/ne_ha_01/,ne_ha_01,65,0.3,,54,8138,151,50,7166,144,4,972,243,23760,5,9.25,291.96,1628,23760,5,9.25,291.96,1628,7920,3,6,110.52,2389,7920,3,6,110.52,2389,15840,2,50,1629.62,486,15840,2,50,1629.62,486
,2023年12月05日～2023年12月05日,https://item.rakuten.co.jp/koloha/lo_smo_03/,lo_smo_03,25,0.09,,11,275,25,5,125,25,6,150,25,11940,2,18.18,4341.81,138,11940,2,18.18,4341.81,138,0,0,0,0,0,0,0,0,0,0,11940,2,33.33,7960,75,11940,2,33.33,7960,75
,2023年12月05日～2023年12月05日,https://item.rakuten.co.jp/koloha/lo_smo_0103/,lo_smo_0103,25,0.12,,8,215,27,6,165,28,2,50,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2023年12月05日～2023年12月05日,https://item.rakuten.co.jp/koloha/lo_smo_01/,lo_smo_01,40,0.08,,44,1836,42,36,1516,43,8,320,40,26420,3,6.81,1438.99,612,26420,3,6.81,1438.99,612,7960,1,2.77,525.06,1516,7960,1,2.77,525.06,1516,18460,2,25,5768.75,160,18460,2,25,5768.75,160
,2023年12月05日～2023年12月05日,https://item.rakuten.co.jp/koloha/lo_rst_1103_bottle/,lo_rst_1103_bottle,25,0.21,,3,75,25,1,25,25,2,50,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2023年12月05日～2023年12月05日,https://item.rakuten.co.jp/koloha/lo_rst_1102_bottle/,lo_rst_1102_bottle,25,0.33,,4,100,25,2,50,25,2,50,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2023年12月05日～2023年12月05日,https://item.rakuten.co.jp/koloha/lo_rsssmo_01/,lo_rsssmo_01,10,0.21,,18,180,10,15,150,10,3,30,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2023年12月05日～2023年12月05日,https://item.rakuten.co.jp/koloha/lo_rss_1202/,lo_rss_1202,15,0.16,,4,60,15,4,60,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2023年12月05日～2023年12月05日,https://item.rakuten.co.jp/koloha/lo_rss_03/,lo_rss_03,30,0.08,,80,2490,32,73,2235,31,7,255,37,24776,6,7.5,995.02,415,24776,6,7.5,995.02,415,16784,4,5.47,750.96,559,16784,4,5.47,750.96,559,7992,2,28.57,3134.11,128,7992,2,28.57,3134.11,128
,2023年12月05日～2023年12月05日,https://item.rakuten.co.jp/koloha/lo_rss_0203/,lo_rss_0203,15,0.07,,21,385,19,18,305,17,3,80,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2023年12月05日～2023年12月05日,https://item.rakuten.co.jp/koloha/lo_rss_0202/,lo_rss_0202,10,0.33,,12,120,10,10,100,10,2,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2023年12月05日～2023年12月05日,https://item.rakuten.co.jp/koloha/lo_rss_02/,lo_rss_02,10,0.01,,11,110,10,8,80,10,3,30,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2023年12月05日～2023年12月05日,https://item.rakuten.co.jp/koloha/ln_sukkiribura_01/,ln_sukkiribura_01,40,3.73,,20,1048,53,19,988,52,1,60,60,2980,1,5,284.35,1048,2980,1,5,284.35,1048,2980,1,5.26,301.61,988,2980,1,5.26,301.61,988,0,0,0,0,0,0,0,0,0,0
,2023年12月05日～2023年12月05日,https://item.rakuten.co.jp/koloha/lk_refttynightbra_01/,lk_refttynightbra_01,10,12.5,,4,120,30,3,30,10,1,90,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2023年12月05日～2023年12月05日,https://item.rakuten.co.jp/koloha/lk_noabra_01/,lk_noabra_01,15,11.11,,14,462,33,14,462,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2023年12月05日～2023年12月05日,https://item.rakuten.co.jp/koloha/lk_nightcare_set/,lk_nightcare_set,10,2.63,,1,10,10,1,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2023年12月05日～2023年12月05日,https://item.rakuten.co.jp/koloha/lk_kutsurogi-ikunyucami_02/,lk_kutsurogi-ikunyucami_02,10,3.33,,1,10,10,1,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2023年12月05日～2023年12月05日,https://item.rakuten.co.jp/koloha/lk_kutsurogi-ikunyucami_01/,lk_kutsurogi-ikunyucami_01,40,2.62,,12,800,67,11,760,70,1,40,40,12929,1,8.33,1616.12,800,12929,1,8.33,1616.12,800,0,0,0,0,0,0,0,0,0,0,12929,1,100,32322.5,40,12929,1,100,32322.5,40
,2023年12月05日～2023年12月05日,https://item.rakuten.co.jp/koloha/lk_kutsurogi-ikunyubra_color_03/,lk_kutsurogi-ikunyubra_color_03,10,15.67,,21,210,10,20,200,10,1,10,10,9845,2,9.52,4688.09,105,17721,4,19.04,8438.57,53,9845,2,10,4922.5,100,17721,4,20,8860.5,50,0,0,0,0,0,0,0,0,0,0
,2023年12月05日～2023年12月05日,https://item.rakuten.co.jp/koloha/lk_kutsurogi-ikunyubra_03/,lk_kutsurogi-ikunyubra_03,50,3.26,,10,500,50,10,500,50,0,0,0,11814,1,10,2362.8,500,11814,1,10,2362.8,500,11814,1,10,2362.8,500,11814,1,10,2362.8,500,0,0,0,0,0,0,0,0,0,0
,2023年12月05日～2023年12月05日,https://item.rakuten.co.jp/koloha/lk_kutsurogi-ikunyubra_01/,lk_kutsurogi-ikunyubra_01,20,4.18,,114,21440,189,108,19520,181,6,1920,320,43318,9,7.89,202.04,2383,43318,9,7.89,202.04,2383,31504,8,7.4,161.39,2440,31504,8,7.4,161.39,2440,11814,1,16.66,615.31,1920,11814,1,16.66,615.31,1920
,2023年12月05日～2023年12月05日,https://item.rakuten.co.jp/koloha/lk_chakuatsu-leggings_01/,lk_chakuatsu-leggings_01,80,2.79,,28,2820,101,27,2600,97,1,220,220,4980,1,3.57,176.59,2820,4980,1,3.57,176.59,2820,4980,1,3.7,191.53,2600,4980,1,3.7,191.53,2600,0,0,0,0,0,0,0,0,0,0
,2023年12月05日～2023年12月05日,https://item.rakuten.co.jp/koloha/lk_cbc_03/,lk_cbc_03,15,0.08,,1,15,15,1,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2023年12月05日～2023年12月05日,https://item.rakuten.co.jp/koloha/lk_camishortsset_03/,lk_camishortsset_03,30,1.66,,1,30,30,1,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2023年12月05日～2023年12月05日,https://item.rakuten.co.jp/koloha/lk_brashortsset_01/,lk_brashortsset_01,10,2.81,,2,181,91,2,181,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2023年12月05日～2023年12月05日,https://item.rakuten.co.jp/koloha/l-vc-01/,l-vc-01,15,0.09,,7,105,15,6,90,15,1,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2023年12月05日～2023年12月05日,https://item.rakuten.co.jp/koloha/l-rt-01/,l-rt-01,20,0.19,,21,580,28,20,560,28,1,20,20,8940,1,4.76,1541.37,580,8940,1,4.76,1541.37,580,8940,1,5,1596.42,560,8940,1,5,1596.42,560,0,0,0,0,0,0,0,0,0,0
,2023年12月05日～2023年12月05日,https://item.rakuten.co.jp/koloha/l-hqsg-01/,l-hqsg-01,41,0.09,,6,246,41,4,164,41,2,82,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2023年12月05日～2023年12月05日,https://item.rakuten.co.jp/koloha/l-hqrt-01/,l-hqrt-01,25,0.12,,8,200,25,6,150,25,2,50,25,2990,1,12.5,1495,200,2990,1,12.5,1495,200,2990,1,16.66,1993.33,150,2990,1,16.66,1993.33,150,0,0,0,0,0,0,0,0,0,0
,2023年12月05日～2023年12月05日,https://item.rakuten.co.jp/koloha/l-hq-01/,l-hq-01,42,0.3,,107,9132,86,93,7912,86,14,1220,88,44850,9,8.41,491.13,1015,44850,9,8.41,491.13,1015,41860,8,8.6,529.06,989,41860,8,8.6,529.06,989,2990,1,7.14,245.08,1220,2990,1,7.14,245.08,1220
,2023年12月05日～2023年12月05日,https://item.rakuten.co.jp/koloha/10000296/,10000296,35,0.21,,12,555,47,10,395,40,2,160,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2023年12月05日～2023年12月05日,https://item.rakuten.co.jp/volstar-online-shop/volstarbeyondblast_03/,volstarbeyondblast_03,25,0.09,,2,50,25,2,50,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2023年12月05日～2023年12月05日,https://item.rakuten.co.jp/volstar-online-shop/volstarbeyondblast_02/,volstarbeyondblast_02,25,0.48,,8,200,25,8,200,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2023年12月05日～2023年12月05日,https://item.rakuten.co.jp/volstar-online-shop/volstarbeyondblast_01/,volstarbeyondblast_01,25,0.39,,8,200,25,7,175,25,1,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2023年12月05日～2023年12月05日,https://item.rakuten.co.jp/volstar-online-shop/volstarbeyond_03/,volstarbeyond_03,25,0.33,,6,150,25,6,150,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2023年12月05日～2023年12月05日,https://item.rakuten.co.jp/volstar-online-shop/volstarbeyond_02/,volstarbeyond_02,25,0.11,,1,25,25,1,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2023年12月05日～2023年12月05日,https://item.rakuten.co.jp/volstar-online-shop/volstarbeyond_01/,volstarbeyond_01,25,0.18,,4,100,25,4,100,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2023年12月05日～2023年12月05日,https://item.rakuten.co.jp/volstar-online-shop/et_ra_01/,et_ra_01,20,0.16,,284,6688,24,272,6308,24,12,380,32,14900,3,1.05,222.78,2230,14900,3,1.05,222.78,2230,14900,3,1.1,236.2,2103,14900,3,1.1,236.2,2103,0,0,0,0,0,0,0,0,0,0
,2023年12月05日～2023年12月05日,https://item.rakuten.co.jp/volstar-online-shop/er_ra_01/,er_ra_01,35,0.24,,22,971,45,22,971,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2023年12月05日～2023年12月05日,https://item.rakuten.co.jp/volstar-online-shop/eh_ra_01/,eh_ra_01,15,0.03,,138,2070,15,133,1995,15,5,75,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2023年12月05日～2023年12月05日,https://item.rakuten.co.jp/volstar-online-shop/ed_ra_05/,ed_ra_05,25,0.2,,21,525,25,20,500,25,1,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2023年12月05日～2023年12月05日,https://item.rakuten.co.jp/volstar-online-shop/ed_ra_03/,ed_ra_03,25,0.32,,67,1675,25,64,1600,25,3,75,25,8940,1,1.49,533.73,1675,8940,1,1.49,533.73,1675,0,0,0,0,0,0,0,0,0,0,8940,1,33.33,11920,75,8940,1,33.33,11920,75
,2023年12月05日～2023年12月05日,https://item.rakuten.co.jp/volstar-online-shop/ed_ra_02/,ed_ra_02,25,0.43,,27,675,25,27,675,25,0,0,0,5960,1,3.7,882.96,675,5960,1,3.7,882.96,675,5960,1,3.7,882.96,675,5960,1,3.7,882.96,675,0,0,0,0,0,0,0,0,0,0
,2023年12月05日～2023年12月05日,https://item.rakuten.co.jp/volstar-online-shop/ed_ra_01/,ed_ra_01,35,0.38,,156,8633,56,142,7625,54,14,1008,72,53640,9,5.76,621.33,960,53640,9,5.76,621.33,960,23840,4,2.81,312.65,1907,23840,4,2.81,312.65,1907,29800,5,35.71,2956.34,202,29800,5,35.71,2956.34,202
,2023年12月05日～2023年12月05日,https://item.rakuten.co.jp/magina-online-shop/macavelas01/,macavelas01,41,0.12,,14,574,41,11,451,41,3,123,41,5960,2,14.28,1038.32,287,5960,2,14.28,1038.32,287,5960,2,18.18,1321.5,226,5960,2,18.18,1321.5,226,0,0,0,0,0,0,0,0,0,0
,2023年12月05日～2023年12月05日,https://item.rakuten.co.jp/magina-online-shop/ma-rg-pb-01/,ma-rg-pb-01,25,0.55,,51,2413,48,47,2161,46,4,252,63,2980,1,1.96,123.49,2413,2980,1,1.96,123.49,2413,2980,1,2.12,137.89,2161,2980,1,2.12,137.89,2161,0,0,0,0,0,0,0,0,0,0
,2023年12月05日～2023年12月05日,https://item.rakuten.co.jp/magina-online-shop/argima01/,argima01,20,0.02,,28,560,20,24,480,20,4,80,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2023年12月05日～2023年12月05日,https://item.rakuten.co.jp/magina-online-shop/10000010/,10000010,25,0.09,,2,50,25,1,25,25,1,25,25,14900,1,50,29800,50,14900,1,50,29800,50,14900,1,100,59600,25,14900,1,100,59600,25,0,0,0,0,0,0,0,0,0,0
,2023年12月05日～2023年12月05日,https://item.rakuten.co.jp/magina-online-shop/10000002/,10000002,41,0.07,,5,205,41,2,82,41,3,123,41,5690,1,20,2775.6,205,5690,1,20,2775.6,205,0,0,0,0,0,0,0,0,0,0,5690,1,33.33,4626.01,123,5690,1,33.33,4626.01,123
,2023年12月05日～2023年12月05日,https://item.rakuten.co.jp/magina-online-shop/10000000/,10000000,51,0.1,,149,21127,142,127,18734,148,22,2393,109,56350,8,5.36,266.72,2641,56350,8,5.36,266.72,2641,5960,2,1.57,31.81,9367,5960,2,1.57,31.81,9367,50390,6,27.27,2105.72,399,50390,6,27.27,2105.72,399
